2008-04-10,+21,752,Ю 2м/с,+17,752,Ю 2м/с
2008-04-11,+22,750,Ю 3м/с,+14,750,Ю 3м/с
2008-04-12,+21,747,ЮЗ 2м/с,+17,747,ЮЗ 2м/с
2008-04-13,+20,747,С 2м/с,+13,748,С 2м/с
2008-04-14,+9,743,В 4м/с,+5,740,В 4м/с
2008-04-15,+8,747,В 3м/с,+3,752,В 3м/с
2008-04-16,+8,758,В 2м/с,+5,759,В 2м/с
2008-04-17,+11,759,ЮВ 3м/с,+7,758,ЮВ 3м/с
2008-04-18,+12,756,ЮВ 4м/с,+9,754,ЮВ 4м/с
2008-04-19,+12,753,ЮВ 2м/с,+10,751,ЮВ 2м/с
2008-04-20,+15,748,З 2м/с,+10,748,З 2м/с
2008-04-21,+19,746,Ю 2м/с,+14,746,Ю 2м/с
2008-04-22,+18,742,З 2м/с,+13,742,З 2м/с
2008-04-23,+9,746,СЗ 3м/с,+9,747,СЗ 3м/с
2008-04-24,+4,742,С 2м/с,+5,744,С 2м/с
2008-04-25,+13,750,ЮЗ 3м/с,+11,752,ЮЗ 3м/с
2008-04-26,+16,752,ЮЗ 3м/с,+10,753,ЮЗ 3м/с
2008-04-27,+14,755,СЗ 4м/с,+8,753,СЗ 4м/с
2008-04-28,+15,752,З 1м/с,+9,752,З 1м/с
2008-04-29,+17,752,СЗ 2м/с,+12,753,СЗ 2м/с
2008-04-30,+20,754,З 2м/с,+15,755,З 2м/с
2008-05-1,+21,752,З 2м/с,+16,750,З 2м/с
2008-05-2,+14,751,СВ 4м/с,+8,753,СВ 4м/с
2008-05-3,+13,754,С 4м/с,+9,754,С 4м/с
2008-05-4,+15,755,СВ 2м/с,+8,754,СВ 2м/с
2008-05-5,+17,752,З 1м/с,+11,751,З 1м/с
2008-05-6,+19,746,З 2м/с,+14,744,З 2м/с
2008-05-7,+20,742,З 2м/с,+16,743,З 2м/с
2008-05-8,+20,741,С 3м/с,+15,743,С 3м/с
2008-05-9,+19,746,З 2м/с,+12,748,З 2м/с
2008-05-10,+20,751,З 2м/с,+14,752,З 2м/с
2008-05-11,+24,748,В 3м/с,+19,748,В 3м/с
2008-05-12,+24,745,С 2м/с,+15,745,С 2м/с
2008-05-13,+21,744,ЮЗ 3м/с,+15,744,ЮЗ 3м/с
2008-05-14,+12,738,В 1м/с,+11,736,В 1м/с
2008-05-15,+10,741,ЮЗ 4м/с,+7,744,ЮЗ 4м/с
2008-05-16,+13,749,З 3м/с,+11,750,З 3м/с
2008-05-17,+21,749,ЮЗ 3м/с,+18,749,ЮЗ 3м/с
2008-05-18,+22,751,З 1м/с,+18,752,З 1м/с
2008-05-19,+27,752,ЮЗ 3м/с,+21,752,ЮЗ 3м/с
2008-05-20,+29,752,ЮЗ 2м/с,+21,751,ЮЗ 2м/с
2008-05-21,+29,750,ЮЗ 1м/с,+21,750,ЮЗ 1м/с
2008-05-22,+29,748,ЮЗ 1м/с,+19,748,ЮЗ 1м/с
2008-05-23,+18,751,С 4м/с,+17,752,С 4м/с
2008-05-24,+20,748,В 2м/с,+22,745,В 2м/с
2008-05-25,+25,744,З 2м/с,+20,743,З 2м/с
2008-05-26,+22,739,СЗ 2м/с,+16,741,СЗ 2м/с
2008-05-27,+17,744,С 2м/с,+15,744,С 2м/с
2008-05-28,+10,742,С 3м/с,+9,741,С 3м/с
2008-05-29,+11,738,СЗ 2м/с,+10,739,СЗ 2м/с
2008-05-30,+19,740,З 2м/с,+13,741,З 2м/с
2008-05-31,+12,740,СВ 1м/с,+12,740,СВ 1м/с
2008-06-1,+16,742,З 2м/с,+11,744,З 2м/с
2008-06-2,+13,747,З 1м/с,+11,748,З 1м/с
2008-06-3,+19,747,Ш,+12,748,Ш
2008-06-4,+19,746,З 1м/с,+16,746,З 1м/с
2008-06-5,+16,739,ЮЗ 3м/с,+12,740,ЮЗ 3м/с
2008-06-6,+14,743,СЗ 3м/с,+11,743,СЗ 3м/с
2008-06-7,+12,744,С 3м/с,+8,746,С 3м/с
2008-06-8,+9,749,С 3м/с,+7,749,С 3м/с
2008-06-9,+14,748,ЮЗ 4м/с,+14,746,ЮЗ 4м/с
2008-06-10,+21,741,ЮЗ 4м/с,+16,741,ЮЗ 4м/с
2008-06-11,+20,746,ЮЗ 2м/с,+16,745,ЮЗ 2м/с
2008-06-12,+28,747,З 2м/с,+23,746,З 2м/с
2008-06-13,+27,747,В 1м/с,+22,745,В 1м/с
2008-06-14,+26,745,С 1м/с,+22,744,С 1м/с
2008-06-15,+27,744,С 3м/с,+23,744,С 3м/с
2008-06-16,+30,745,ЮВ 1м/с,+24,745,ЮВ 1м/с
2008-06-17,+25,746,Ш,+22,744,Ш
2008-06-18,+27,744,З 1м/с,+23,744,З 1м/с
2008-06-19,+27,745,С 1м/с,+22,746,С 1м/с
2008-06-20,+23,747,СВ 3м/с,+21,748,СВ 3м/с
2008-06-21,+26,747,СВ 3м/с,+23,746,СВ 3м/с
2008-06-22,+31,742,В 3м/с,+26,741,В 3м/с
2008-06-23,+25,741,ЮЗ 2м/с,+21,741,ЮЗ 2м/с
2008-06-24,+22,740,СВ 2м/с,+20,739,СВ 2м/с
2008-06-25,+17,738,В 1м/с,+17,738,В 1м/с
2008-06-26,+20,740,З 2м/с,+15,742,З 2м/с
2008-06-27,+20,745,СЗ 3м/с,+15,746,СЗ 3м/с
2008-06-28,+23,747,СЗ 2м/с,+16,747,СЗ 2м/с
2008-06-29,+21,744,ЮЗ 2м/с,+16,744,ЮЗ 2м/с
2008-06-30,+21,739,В 1м/с,+19,738,В 1м/с
2008-07-1,+19,738,З 1м/с,+17,738,З 1м/с
2008-07-2,+21,738,Ш,+18,738,Ш
2008-07-3,+21,738,С 2м/с,+19,738,С 2м/с
2008-07-4,+23,739,СВ 2м/с,+19,739,СВ 2м/с
2008-07-5,+24,738,В 2м/с,+18,738,В 2м/с
2008-07-6,+27,741,ЮВ 1м/с,+24,741,ЮВ 1м/с
2008-07-7,+28,743,Ю 3м/с,+21,744,Ю 3м/с
2008-07-8,+24,746,СВ 1м/с,+23,744,СВ 1м/с
2008-07-9,+26,743,С 2м/с,+22,743,С 2м/с
2008-07-10,+26,744,Ю 3м/с,+22,743,Ю 3м/с
2008-07-11,+28,744,ЮЗ 2м/с,+24,744,ЮЗ 2м/с
2008-07-12,+21,742,Ю 2м/с,+19,742,Ю 2м/с
2008-07-13,+23,744,СЗ 2м/с,+18,745,СЗ 2м/с
2008-07-14,+27,748,З 2м/с,+23,748,З 2м/с
2008-07-15,+30,748,СЗ 2м/с,+25,747,СЗ 2м/с
2008-07-16,+32,746,С 1м/с,+24,745,С 1м/с
2008-07-17,+32,746,С 2м/с,+27,747,С 2м/с
2008-07-18,+31,748,В 3м/с,+25,747,В 3м/с
2008-07-19,+31,747,В 2м/с,+22,746,В 2м/с
2008-07-20,+31,744,В 1м/с,+28,744,В 1м/с
2008-07-21,+25,747,Ю 1м/с,+22,747,Ю 1м/с
2008-07-22,+28,748,С 2м/с,+24,748,С 2м/с
2008-07-23,+32,749,СВ 1м/с,+27,750,СВ 1м/с
2008-07-24,+31,749,В 1м/с,+24,748,В 1м/с
2008-07-25,+27,746,С 2м/с,+22,746,С 2м/с
2008-07-26,+26,745,С 1м/с,+22,745,С 1м/с
2008-07-27,+22,744,Ш,+20,744,Ш
2008-07-28,+15,741,СВ 3м/с,+15,741,СВ 3м/с
2008-07-29,+24,744,З 1м/с,+16,744,З 1м/с
2008-07-30,+21,747,ЮЗ 4м/с,+17,747,ЮЗ 4м/с
2008-07-31,+23,749,З 2м/с,+16,750,З 2м/с
2008-08-1,+23,750,ЮЗ 2м/с,+15,750,ЮЗ 2м/с
2008-08-2,+24,747,ЮЗ 1м/с,+17,747,ЮЗ 1м/с
2008-08-3,+25,747,З 3м/с,+19,747,З 3м/с
2008-08-4,+23,742,С 2м/с,+20,742,С 2м/с
2008-08-5,+24,744,З 2м/с,+21,741,З 2м/с
2008-08-6,+21,738,ЮЗ 3м/с,+19,736,ЮЗ 3м/с
2008-08-7,+17,736,СЗ 1м/с,+12,738,СЗ 1м/с
2008-08-8,+13,743,ЮЗ 3м/с,+12,746,ЮЗ 3м/с
2008-08-9,+20,748,З 2м/с,+15,748,З 2м/с
2008-08-10,+23,749,З 3м/с,+20,748,З 3м/с
2008-08-11,+30,749,ЮЗ 3м/с,+20,749,ЮЗ 3м/с
2008-08-12,+31,750,З 1м/с,+22,749,З 1м/с
2008-08-13,+33,751,З 1м/с,+22,751,З 1м/с
2008-08-14,+33,751,ЮЗ 1м/с,+23,750,ЮЗ 1м/с
2008-08-15,+33,750,З 1м/с,+23,750,З 1м/с
2008-08-16,+35,750,Ш,+28,750,Ш
2008-08-17,+32,752,С 2м/с,+26,751,С 2м/с
2008-08-18,+32,752,Ш,+23,750,Ш
2008-08-19,+33,747,Ю 1м/с,+24,746,Ю 1м/с
2008-08-20,+35,744,Ю 1м/с,+27,744,Ю 1м/с
2008-08-21,+23,747,СЗ 2м/с,,,
2008-08-22,+27,746,Ю 1м/с,+19,744,Ю 1м/с
2008-08-23,+25,747,З 1м/с,+18,747,З 1м/с
2008-08-24,+27,750,З 2м/с,+21,750,З 2м/с
2008-08-25,+28,750,ЮВ 2м/с,+23,749,ЮВ 2м/с
2008-08-26,+30,746,ЮЗ 3м/с,,,
2008-08-27,+22,740,ЮЗ 5м/с,+18,741,ЮЗ 5м/с
2008-08-28,+19,744,З 3м/с,+15,746,З 3м/с
2008-08-29,+25,744,ЮЗ 3м/с,+22,743,ЮЗ 3м/с
2008-08-30,+24,740,Ю 4м/с,+23,738,Ю 4м/с
2008-08-31,+18,733,ЮЗ 5м/с,+13,735,ЮЗ 5м/с
2008-09-1,+13,741,З 3м/с,+9,745,З 3м/с
2008-09-2,+15,749,З 5м/с,+13,748,З 5м/с
2008-09-3,+14,751,З 2м/с,+15,751,З 2м/с
2008-09-4,+20,753,З 2м/с,+16,753,З 2м/с
2008-09-5,+26,753,З 3м/с,+17,752,З 3м/с
2008-09-6,+29,753,ЮЗ 2м/с,+19,753,ЮЗ 2м/с
2008-09-7,+30,753,Ю 2м/с,+19,751,Ю 2м/с
2008-09-8,+29,748,ЮЗ 3м/с,+22,747,ЮЗ 3м/с
2008-09-9,+29,744,ЮЗ 2м/с,+18,744,ЮЗ 2м/с
2008-09-10,+18,747,С 2м/с,+10,748,С 2м/с
2008-09-11,+16,747,В 3м/с,+13,745,В 3м/с
2008-09-12,+13,741,В 3м/с,+13,739,В 3м/с
2008-09-13,+15,741,ЮЗ 1м/с,+12,741,ЮЗ 1м/с
2008-09-14,+15,742,Ю 1м/с,+13,743,Ю 1м/с
2008-09-15,+11,734,В 2м/с,+11,735,В 2м/с
2008-09-16,+8,746,С 3м/с,+7,749,С 3м/с
2008-09-17,+10,753,С 2м/с,+7,755,С 2м/с
2008-09-18,+12,757,СЗ 2м/с,+10,758,СЗ 2м/с
2008-09-19,+14,760,В 1м/с,+11,760,В 1м/с
2008-09-20,+14,762,СВ 2м/с,+10,762,СВ 2м/с
2008-09-21,+14,763,В 2м/с,+10,763,В 2м/с
2008-09-22,+15,762,В 2м/с,+9,761,В 2м/с
2008-09-23,+15,759,В 2м/с,+10,759,В 2м/с
2008-09-24,+15,757,В 1м/с,+11,756,В 1м/с
2008-09-25,+13,753,Ш,+10,753,Ш
2008-09-26,+10,751,С 3м/с,+6,752,С 3м/с
2008-09-27,+6,753,С 2м/с,+3,752,С 2м/с
2008-09-28,+7,752,ЮВ 1м/с,+5,751,ЮВ 1м/с
2008-09-29,+14,747,ЮЗ 4м/с,+12,748,ЮЗ 4м/с
2008-09-30,+14,749,ЮЗ 3м/с,+12,750,ЮЗ 3м/с
2008-10-1,+15,752,Ю 2м/с,+10,753,Ю 2м/с
2008-10-2,+17,753,Ю 1м/с,+11,753,Ю 1м/с
2008-10-3,+20,754,ЮЗ 3м/с,+15,755,ЮЗ 3м/с
2008-10-4,+21,756,Ю 2м/с,+14,757,Ю 2м/с
2008-10-5,+21,756,Ю 2м/с,+15,756,Ю 2м/с
2008-10-6,+21,755,Ш,+15,755,Ш
2008-10-7,+21,752,Ш,+14,752,Ш
2008-10-8,+21,748,З 1м/с,+15,747,З 1м/с
2008-10-9,+9,746,С 3м/с,+7,747,С 3м/с
2008-10-10,+6,752,З 3м/с,+3,753,З 3м/с
2008-10-11,+5,753,Ш,+5,753,Ш
2008-10-12,+7,744,ЮЗ 4м/с,+8,741,ЮЗ 4м/с
2008-10-13,+12,741,З 2м/с,+9,741,З 2м/с
2008-10-14,+12,745,З 4м/с,+8,747,З 4м/с
2008-10-15,+13,742,ЮЗ 4м/с,+11,742,ЮЗ 4м/с
2008-10-16,+10,749,СЗ 2м/с,+5,750,СЗ 2м/с
2008-10-17,+11,752,ЮЗ 1м/с,+9,752,ЮЗ 1м/с
2008-10-18,+10,753,Ю 2м/с,+8,751,Ю 2м/с
2008-10-19,+7,749,ЮЗ 2м/с,+7,750,ЮЗ 2м/с
2008-10-20,+8,747,Ю 2м/с,+6,744,Ю 2м/с
2008-10-21,+8,748,С 2м/с,+6,751,С 2м/с
2008-10-22,+9,756,З 2м/с,+7,756,З 2м/с
2008-10-23,+11,756,З 2м/с,+8,756,З 2м/с
2008-10-24,+11,756,З 3м/с,+7,757,З 3м/с
2008-10-25,+8,762,С 2м/с,+4,763,С 2м/с
2008-10-26,+9,762,Ш,+5,762,Ш
2008-10-27,+9,758,ЮЗ 3м/с,+5,758,ЮЗ 3м/с
2008-10-28,+8,759,ЮЗ 2м/с,+5,759,ЮЗ 2м/с
2008-10-29,+9,760,ЮЗ 2м/с,+6,760,ЮЗ 2м/с
2008-10-30,+11,762,ЮЗ 1м/с,+7,762,ЮЗ 1м/с
2008-10-31,+13,762,Ю 1м/с,+8,761,Ю 1м/с
2008-11-1,+13,759,ЮЗ 3м/с,+8,758,ЮЗ 3м/с
2008-11-2,+11,754,Ю 2м/с,+9,751,Ю 2м/с
2008-11-3,+6,749,СЗ 2м/с,+3,751,СЗ 2м/с
2008-11-4,+4,751,З 4м/с,+2,753,З 4м/с
2008-11-5,+6,746,Ю 4м/с,+4,743,Ю 4м/с
2008-11-6,+2,743,СЗ 2м/с,+1,745,СЗ 2м/с
2008-11-7,-1,754,С 2м/с,-1,756,С 2м/с
2008-11-8,-1,755,СЗ 2м/с,+1,758,СЗ 2м/с
2008-11-9,+2,762,З 2м/с,+1,760,З 2м/с
2008-11-10,+5,757,З 4м/с,+3,758,З 4м/с
2008-11-11,+4,759,З 2м/с,+4,759,З 2м/с
2008-11-12,+7,758,З 3м/с,+3,759,З 3м/с
2008-11-13,+7,761,ЮЗ 2м/с,+3,761,ЮЗ 2м/с
2008-11-14,+4,760,Ш,+1,759,Ш
2008-11-15,+6,753,В 2м/с,+4,751,В 2м/с
2008-11-16,+4,748,Ю 2м/с,+5,750,Ю 2м/с
2008-11-17,+6,746,ЮЗ 2м/с,+5,747,ЮЗ 2м/с
2008-11-18,+7,745,Ю 5м/с,+7,746,Ю 5м/с
2008-11-19,+1,744,ЮЗ 5м/с,+1,745,ЮЗ 5м/с
2008-11-20,0,741,ЮЗ 3м/с,0,740,ЮЗ 3м/с
2008-11-21,+4,735,ЮЗ 4м/с,+5,736,ЮЗ 4м/с
2008-11-22,+7,743,Ю 3м/с,+9,744,Ю 3м/с
2008-11-23,+10,743,В 4м/с,+8,743,В 4м/с
2008-11-24,+4,752,В 1м/с,+1,753,В 1м/с
2008-11-25,+1,759,ЮЗ 2м/с,0,758,ЮЗ 2м/с
2008-11-26,0,749,ЮВ 2м/с,+1,744,ЮВ 2м/с
2008-11-27,+1,743,З 1м/с,-1,744,З 1м/с
2008-11-28,+1,753,ЮЗ 3м/с,+1,756,ЮЗ 3м/с
2008-11-29,+2,760,ЮЗ 2м/с,+2,761,ЮЗ 2м/с
2008-11-30,+2,764,Ш,+2,764,Ш
2008-12-1,+3,765,СВ 2м/с,0,765,СВ 2м/с
2008-12-2,+1,762,В 3м/с,0,762,В 3м/с
2008-12-3,+1,762,В 2м/с,+1,763,В 2м/с
2008-12-4,0,760,Ю 2м/с,0,759,Ю 2м/с
2008-12-5,+2,758,З 1м/с,+2,756,З 1м/с
2008-12-6,+2,754,Ю 3м/с,+3,754,Ю 3м/с
2008-12-7,+4,753,Ю 2м/с,+4,753,Ю 2м/с
2008-12-8,+5,750,В 2м/с,+2,750,В 2м/с
2008-12-9,+3,751,В 2м/с,+1,750,В 2м/с
2008-12-10,0,753,В 1м/с,0,754,В 1м/с
2008-12-11,0,759,Ш,0,761,Ш
2008-12-12,0,761,С 2м/с,-2,760,С 2м/с
2008-12-13,-3,754,З 3м/с,-3,755,З 3м/с
2008-12-14,-4,759,С 3м/с,-6,762,С 3м/с
2008-12-15,-8,761,СЗ 1м/с,-8,759,СЗ 1м/с
2008-12-16,-9,759,С 2м/с,-9,759,С 2м/с
2008-12-17,-7,763,СВ 2м/с,-9,765,СВ 2м/с
2008-12-18,-10,766,Ш,-13,766,Ш
2008-12-19,-13,765,Ш,-14,765,Ш
2008-12-20,-13,765,Ш,-14,764,Ш
2008-12-21,-12,763,Ш,-16,763,Ш
2008-12-22,-11,762,Ш,-12,761,Ш
2008-12-23,-12,761,В 1м/с,-12,761,В 1м/с
2008-12-24,-9,760,В 3м/с,-10,760,В 3м/с
2008-12-25,-9,763,В 3м/с,-8,765,В 3м/с
2008-12-26,-8,768,Ш,-11,768,Ш
2008-12-27,-9,762,З 1м/с,-12,759,З 1м/с
2008-12-28,-8,752,ЮЗ 2м/с,-10,751,ЮЗ 2м/с
2008-12-29,-8,753,Ш,-8,755,Ш
2008-12-30,-8,759,ЮЗ 2м/с,-10,759,ЮЗ 2м/с
2008-12-31,-8,756,Ю 2м/с,-12,755,Ю 2м/с
2009-01-1,-10,747,Ю 2м/с,-12,744,Ю 2м/с
2009-01-2,-8,740,Ю 2м/с,-9,741,Ю 2м/с
2009-01-3,-14,745,З 2м/с,-16,747,З 2м/с
2009-01-4,-16,747,В 2м/с,-13,745,В 2м/с
2009-01-5,-12,748,ЮВ 1м/с,-13,748,ЮВ 1м/с
2009-01-6,-15,748,З 1м/с,-18,750,З 1м/с
2009-01-7,-16,751,З 2м/с,-16,753,З 2м/с
2009-01-8,-15,756,Ю 2м/с,-17,756,Ю 2м/с
2009-01-9,-13,745,ЮВ 2м/с,-13,744,ЮВ 2м/с
2009-01-10,-16,747,В 2м/с,-16,747,В 2м/с
2009-01-11,-20,750,С 3м/с,-22,750,С 3м/с
2009-01-12,-18,751,З 1м/с,-20,751,З 1м/с
2009-01-13,-16,749,Ю 2м/с,-12,746,Ю 2м/с
2009-01-14,-4,746,ЮЗ 3м/с,-6,749,ЮЗ 3м/с
2009-01-15,-2,753,ЮЗ 1м/с,-2,753,ЮЗ 1м/с
2009-01-16,-5,748,Ю 2м/с,-2,750,Ю 2м/с
2009-01-17,-4,757,С 3м/с,-5,758,С 3м/с
2009-01-18,-7,756,В 5м/с,-7,753,В 5м/с
2009-01-19,-5,753,Ш,-8,753,Ш
2009-01-20,-7,753,Ю 2м/с,-7,755,Ю 2м/с
2009-01-21,-5,759,Ш,-5,761,Ш
2009-01-22,-7,763,ЮЗ 1м/с,-8,763,ЮЗ 1м/с
2009-01-23,-7,759,Ю 3м/с,-11,758,Ю 3м/с
2009-01-24,-7,753,В 3м/с,-8,753,В 3м/с
2009-01-25,-4,754,Ю 1м/с,-8,754,Ю 1м/с
2009-01-26,-6,756,В 1м/с,-8,756,В 1м/с
2009-01-27,-4,755,В 1м/с,-8,755,В 1м/с
2009-01-28,-5,754,ЮЗ 1м/с,-9,753,ЮЗ 1м/с
2009-01-29,-7,751,Ш,-12,751,Ш
2009-01-30,-9,751,В 2м/с,-10,753,В 2м/с
2009-01-31,-8,753,В 2м/с,-8,753,В 2м/с
2009-02-1,-6,753,СЗ 1м/с,-10,754,СЗ 1м/с
2009-02-2,-8,754,З 1м/с,-11,752,З 1м/с
2009-02-3,-8,747,З 2м/с,-11,749,З 2м/с
2009-02-4,-8,748,ЮЗ 4м/с,-11,753,ЮЗ 4м/с
2009-02-5,-5,741,З 3м/с,-4,742,З 3м/с
2009-02-6,-7,744,В 2м/с,-11,744,В 2м/с
2009-02-7,-17,747,СЗ 2м/с,-18,750,СЗ 2м/с
2009-02-8,-11,753,Ш,-10,754,Ш
2009-02-9,-6,756,ЮЗ 2м/с,-12,756,ЮЗ 2м/с
2009-02-10,-8,755,В 2м/с,-11,755,В 2м/с
2009-02-11,-4,754,В 3м/с,-7,753,В 3м/с
2009-02-12,-5,754,ЮВ 2м/с,-5,754,ЮВ 2м/с
2009-02-13,-5,751,ЮВ 3м/с,-7,751,ЮВ 3м/с
2009-02-14,-2,756,Ш,-3,756,Ш
2009-02-15,-2,756,В 2м/с,-5,756,В 2м/с
2009-02-16,-2,756,В 3м/с,-7,756,В 3м/с
2009-02-17,-3,756,В 2м/с,-4,756,В 2м/с
2009-02-18,-3,755,В 1м/с,-7,756,В 1м/с
2009-02-19,-3,756,В 2м/с,-4,756,В 2м/с
2009-02-20,-3,762,В 3м/с,-9,765,В 3м/с
2009-02-21,-8,767,В 3м/с,-11,765,В 3м/с
2009-02-22,-8,761,В 3м/с,-12,761,В 3м/с
2009-02-23,-7,759,В 1м/с,-9,760,В 1м/с
2009-02-24,-4,760,В 1м/с,-8,760,В 1м/с
2009-02-25,-5,757,В 2м/с,-10,756,В 2м/с
